ダウンロード実行日,2026年04月20日現在,件数,11242件
ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
"E41136","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","合同会社ＹＮ企画","","ゴウドウガイシャワイエヌキカク","港区六本木２－２－７クレール六本木３０４","内国法人・組合（有価証券報告書等の提出義務者以外）","","6010403011554"
"E41139","個人（組合発行者を除く）","","","","","堀田　麻美","","ホッタアサミ","","個人（組合発行者を除く）","",""
"E41141","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＦＴＬキャピタルマネジメント株式会社","","エフティーエルキャピタルマネジメントカブシキガイシャ","港区芝３丁目８番２号ラトゥール芝公園３１０５","内国法人・組合（有価証券報告書等の提出義務者以外）","","3010401185989"
"E41142","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","ＡＮＲＩ株式会社","","アンリカブシキガイシャ","港区六本木６丁目１０－１六本木ヒルズ森タワー１５Ｆ","内国法人・組合（有価証券報告書等の提出義務者以外）","","6011001100170"
"E41143","内国法人・組合（有価証券報告書等の提出義務者以外）","","","8","","株式会社ａ’ｇｉｌ","","カブシキガイシャアジル","大阪市天王寺区堂ケ芝１－１１－３　ＤＳｔ桃谷ビルディング４Ｆ","内国法人・組合（有価証券報告書等の提出義務者以外）","","3120001225928"
"E41144","内国法人・組合","上場","有","565","12月31日","株式会社ミラティブ","Mirrativ,Inc.","カブシキガイシャミラティブ","目黒区目黒２丁目１０ー１１目黒山手プレイス８階","情報・通信業","472A0","6010901041557"
"E41145","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","千代田プロパティホールディングス株式会社","","チヨダプロパティホールディングスカブシキガイシャ","千代田区大手町一丁目９番２号大手町フィナンシャルシティグランキューブ１８階","内国法人・組合（有価証券報告書等の提出義務者以外）","","5020001024198"
"E41146","内国法人・組合（有価証券報告書等の提出義務者以外）","","","90","","アストロンキャピタル株式会社","","アストロンキャピタルカブシキガイシャ","台東区台東一丁目２２番４号","内国法人・組合（有価証券報告書等の提出義務者以外）","","7011401018821"
"E41147","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ソルスティシア株式会社","","ソルスティシアカブシキガイシャ","港区六本木六丁目１０番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","8010401194003"
"E41149","内国法人・組合","上場","有","100","12月末日","ＮＳグループ株式会社","NS Group, Inc.","エヌエスグループカブシキカイシャ","大阪市北区中之島三丁目３番３号","その他金融業","471A0","3010001220782"
"E41152","内国法人・組合","上場","無","657","3月末日","株式会社スタートライン","Startline CO.,LTD.","カブシキガイシャスタートライン","三鷹市上連雀一丁目１２番１７号","サービス業","477A0","9010101009311"
"E41153","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","誠香インベストメント株式会社","","セイカインベストメントカブシキガイシャ","世田谷区尾山台１丁目１６番８号","内国法人・組合（有価証券報告書等の提出義務者以外）","","3010901016165"
"E41154","内国法人・組合","上場","有","30","12月31日","株式会社リブ・コンサルティング","LiB Consulting Co.,Ltd.","カブシキカイシャリブコンサルティング","中央区日本橋二丁目７番１号　東京日本橋タワー","サービス業","480A0","4010001148263"
"E41156","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","Ｂｏｓｐｏｌｄｅｒ　１株式会社","","ボスポルダーワンカブシキガイシャ","港区麻布台一丁目３番１号麻布台ヒルズ森ＪＰタワー１７階","内国法人・組合（有価証券報告書等の提出義務者以外）","","5010401190459"
"E41158","個人（組合発行者を除く）","","","","","鹿島　紘樹","","カシマ　ヒロキ","","個人（組合発行者を除く）","",""
"E41160","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","国際自動車株式会社","","コクサイジドウシャカブシキガイシャ","港区赤坂二丁目８番６号","内国法人・組合（有価証券報告書等の提出義務者以外）","","6010401076302"
"E41161","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＫＪ００３株式会社","","ケイジェイゼロゼロスリーカブシキカイシャ","千代田区丸の内二丁目１番１号明治安田生命ビル１１階","内国法人・組合（有価証券報告書等の提出義務者以外）","","1010001259732"
"E41162","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","ワイエス興産有限会社","","ワイエスコウサンユウゲンカイシャ","府中市高木町４２４番地の５","内国法人・組合（有価証券報告書等の提出義務者以外）","","2240002046874"
"E41164","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＷＯＷＯＯ　ＰＴＥ．　ＬＴＤ．","","ワオー　プライベート　リミテッド","シンガポール　シンガポール市　フレーザー・ストリート３番地　デュオ・タワー０４－２３Ａ","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E41165","内国法人・組合","非上場","無","1","3月末日","株式会社ＪＧ３５","","カブシキガイシャジェイジーサンジュウゴ","港区虎ノ門一丁目３番１号","その他金融業","","4010401194072"
"E41167","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","株式会社Ｃｏｌｏｒ","","カブシキカイシャカラー","東京都中央区日本橋三丁目２番１４号","内国法人・組合（有価証券報告書等の提出義務者以外）","","9010001258966"
"E41168","個人（組合発行者を除く）","","","","","内山　彰博","","ウチヤマ　アキヒロ","","個人（組合発行者を除く）","",""
"E41169","外国法人・組合（有価証券報告書等の提出義務者以外）","","","3157","","Ｄｒｉｅｈａｕｓ　Ｃａｐｉｔａｌ　Ｍａｎａｇｅｍｅｎｔ　ＬＬＣ","","ドリーハウス　キャピタル　マネジメント　エルエルシー","アメリカ合衆国イリノイ州シカゴ、イースト・エリー・ストリート２５","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E41170","内国法人・組合（有価証券報告書等の提出義務者以外）","","","4500","","Ａｎｃｈｏｒ　Ｃａｐｉｔａｌ　Ｇｒｏｕｐ株式会社","","アンカーキャピタルグループカブシキガイシャ","目黒区青葉台１丁目６番５９号","内国法人・組合（有価証券報告書等の提出義務者以外）","","6011001171856"
"E41173","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1238550","","Ｋｕｗａｉｔ　Ｐｅｔｒｏｌｅｕｍ　Ｃｏｒｐｏｒａｔｉｏｎ","","クウェート　ペトロリウム　コーポレーション","Ｏｉｌ　Ｓｅｃｔｏｒ　Ｃｏｍｐｌｅｘ，　Ｇｕｌｆ　Ｓｔｒｅｅｔ，　Ｂｕｉｌｄｉｎｇ　Ｎｏ　９０００４０，　Ｓｈｕｗａｉｋｈ　Ｉｎｄｕｓｔｒｉａｌ　１，　Ｂｌｏｃｋ　１，　Ｋｕｗａｉｔ","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E41174","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","株式会社ＵＭＫ","","カブシキガイシャユーエムケー","墨田区緑二丁目１４番１５号","内国法人・組合（有価証券報告書等の提出義務者以外）","","7010001259974"
"E41175","個人（組合発行者を除く）","","","","","赤川　隼一","","アカガワ　ジュンイチ","","個人（組合発行者を除く）","",""
